,serviceCharge,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,yearConstructedRange,baseRent,livingSpace,baseRentRange,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,livingSpaceRange,lastRefurbish,americanArea,condition_num,newlyConst_num,balcony_num,hasKitchen_num,cellar_num,lift_num,garden_num,heatingType_num,interiorQual_num
228,125.0,4,6.57,10.0,670.0,1972.0,111392717,1.0,3.0,545.0,42.0,4,48151,1.0,144.5,3.0,3.0,1,2,2017.0,452.0838,2,0,1,0,0,1,0,15,6
229,140.0,8,6.49,40.0,720.0,1995.0,106924400,1.0,5.0,580.0,72.0,4,48163,3.0,97.3,2.0,3.0,3,3,2014.0,775.0008,0,0,1,0,1,0,1,15,6
230,160.0,14,6.67,5.0,1530.0,2006.0,102533472,1.0,7.0,1370.0,133.0,7,48155,5.0,97.3,1.0,3.0,5,6,2017.0,1431.5987,2,0,1,0,1,0,0,11,13
231,140.0,11,4.74,40.0,925.0,2019.0,115198866,1.0,9.0,785.0,53.0,5,48165,2.0,40.6,1.0,3.0,2,2,2017.0,570.4866999999999,6,1,1,0,0,1,0,15,13
232,350.0,11,6.42,10.0,1400.0,1995.0,106009984,1.0,5.0,1050.0,108.0,7,48143,3.0,97.3,4.0,4.0,3,5,2017.0,1162.5012,2,0,1,1,0,1,0,15,13
233,120.0,10,6.17,2.4,715.0,1936.0,103105220,1.0,1.0,595.0,70.0,4,48167,3.0,97.3,1.0,3.0,3,3,2004.0,753.473,1,0,1,0,1,0,1,11,6
234,210.0,7,5.32,40.0,1625.0,1995.0,110592345,2.0,5.0,1155.0,72.0,7,48159,4.0,97.3,0.0,3.0,4,3,2019.0,775.0008,2,0,0,1,1,0,1,11,13
235,200.0,5,6.35,10.0,650.0,1995.0,111405700,1.0,5.0,450.0,42.0,3,48151,2.0,97.3,2.0,4.0,2,2,2017.0,452.0838,2,0,0,1,0,0,0,30,13
236,318.0,10,5.79,40.0,1047.0,1974.0,115662998,1.0,3.0,729.0,96.0,5,48159,3.0,201.0,1.0,2.0,3,4,2017.0,1033.3344,2,0,0,0,0,0,0,15,13
237,200.0,21,5.15,40.0,1590.0,2019.0,114900077,1.0,9.0,1390.0,100.0,7,48157,2.5,97.3,1.0,2.0,2,4,2019.0,1076.39,6,1,1,0,0,0,1,13,13
238,150.0,2,6.02,40.0,575.0,1975.0,110516054,1.0,3.0,425.0,50.0,3,48161,2.0,97.3,1.0,5.0,2,2,2009.0,538.1949999999999,0,0,1,0,1,1,0,15,6
239,150.0,0,5.7,40.0,619.0,1963.0,111406381,1.0,2.0,469.0,67.0,3,48167,2.0,98.5,3.0,3.0,2,3,2016.0,721.1813,0,0,0,0,1,0,0,11,6
240,200.0,12,5.76,40.0,800.0,1982.0,111304130,1.0,4.0,600.0,62.0,4,48149,3.0,174.0,1.0,1.0,3,3,2016.0,667.3618,0,0,1,0,1,0,0,15,13
241,200.0,8,4.38,40.0,1050.0,1961.0,115500362,1.0,2.0,850.0,105.0,6,48159,4.0,119.73,0.0,0.0,4,5,1994.0,1130.2095,2,0,1,1,1,0,0,11,6
242,0.0,3,5.58,40.0,550.0,1995.0,110371848,1.0,5.0,550.0,43.0,4,48143,1.0,97.3,1.0,3.0,1,2,2017.0,462.8477,2,0,1,1,1,0,0,16,13
243,361.56,8,5.04,40.0,2169.36,2018.0,112150549,1.0,9.0,1807.8,120.52,8,48159,4.0,3.0,1.0,3.0,4,5,2017.0,1297.265228,5,0,1,0,1,1,0,15,13
244,70.0,14,6.02,2.4,655.0,1995.0,109516332,1.0,5.0,520.0,47.0,4,48161,1.0,97.3,1.0,3.0,1,2,2017.0,505.9033,2,0,1,1,0,1,0,15,13
245,128.0,12,5.23,40.0,962.0,2016.0,113803323,1.0,9.0,834.0,67.77,6,48151,2.5,60.0,1.0,3.0,2,3,2017.0,729.4695029999999,5,0,1,0,0,1,1,13,13
246,94.0,5,4.57,40.0,493.0,1954.0,113720797,1.0,2.0,366.0,47.52,2,48155,2.0,162.0,2.0,3.0,2,2,2017.0,511.500528,2,0,0,0,1,0,0,15,13
247,222.0,7,5.79,40.0,901.0,1974.0,114504126,1.0,3.0,679.0,77.0,5,48159,3.0,79.0,1.0,3.0,3,3,2017.0,828.8203,0,0,0,0,0,0,0,15,13
248,100.0,11,4.92,40.0,1090.0,1968.0,113573247,1.0,2.0,990.0,120.0,6,48165,3.0,97.3,1.0,3.0,3,5,2010.0,1291.668,0,0,1,1,1,0,0,16,13
249,190.0,13,5.16,2.4,1185.0,2018.0,107373600,1.0,9.0,995.0,85.0,6,48165,3.0,97.3,1.0,3.0,3,4,2017.0,914.9315,6,1,1,0,0,0,0,9,13
250,180.0,6,4.86,40.0,875.0,1982.0,113567230,1.0,4.0,695.0,84.0,5,48161,3.0,237.4,1.0,3.0,3,4,2017.0,904.1676,1,0,0,1,0,0,0,15,13
251,65.5,6,4.58,40.0,394.5,1984.0,115696613,1.0,4.0,329.0,32.0,2,48165,1.0,124.3,2.0,3.0,1,1,2017.0,344.4448,2,0,0,0,0,0,1,15,13
252,290.0,32,6.14,40.0,1570.0,2018.0,105593015,1.0,9.0,1280.0,108.35,7,48149,4.0,54.0,3.0,4.0,4,5,2017.0,1166.268565,6,1,1,0,1,1,0,16,13
253,120.0,0,4.29,40.0,790.0,2001.0,115508013,1.0,6.0,670.0,42.0,5,48149,1.0,82.0,1.0,4.0,1,2,2017.0,452.0838,5,0,0,1,0,1,0,15,13
254,130.0,7,4.86,40.0,620.0,1964.0,113649526,1.0,2.0,490.0,59.0,3,48161,2.0,171.0,2.0,2.0,2,2,2019.0,635.0701,0,0,0,0,1,0,0,15,13
255,170.0,15,3.85,40.0,800.0,1995.0,95156095,1.0,5.0,630.0,70.0,5,48163,2.0,189.0,2.0,2.0,2,3,2015.0,753.473,3,0,1,0,1,0,0,11,6
256,150.0,6,4.65,40.0,680.0,1970.0,89587328,1.0,2.0,530.0,61.0,4,48157,2.0,97.3,3.0,3.0,2,3,2019.0,656.5979,1,0,1,0,1,0,1,11,13
257,170.0,3,4.88,10.0,629.0,1995.0,115593567,1.0,5.0,459.0,45.0,3,48151,1.0,97.3,1.0,3.0,1,2,2017.0,484.3755,2,0,1,1,1,1,0,15,6
258,135.0,7,5.83,10.0,910.0,1957.0,111147176,1.0,2.0,720.0,68.59,5,48167,4.0,80.0,2.0,2.0,4,3,2019.0,738.295901,2,0,0,0,1,0,0,15,13
259,130.0,1,6.63,40.0,995.0,2019.0,110630720,1.0,9.0,865.0,70.0,6,48155,2.0,97.3,2.0,2.0,2,3,2017.0,753.473,6,1,1,0,0,0,0,13,13
260,120.0,12,6.4,40.0,965.0,1995.0,111418416,1.0,5.0,845.0,65.5,6,48153,2.5,97.3,0.0,2.0,2,3,2017.0,705.03545,2,0,1,1,1,0,1,13,13
261,205.0,3,5.96,40.0,1550.0,2019.0,106800354,1.0,9.0,1345.0,104.2,7,48165,3.0,97.3,0.0,2.0,3,5,2017.0,1121.59838,6,1,1,0,1,1,1,13,6
263,120.0,8,4.56,40.0,670.0,1998.0,115623319,1.0,5.0,550.0,55.0,4,48167,1.5,97.3,3.0,3.0,1,2,2017.0,592.0145,0,0,1,1,1,0,0,16,6
264,200.0,13,4.05,40.0,950.0,1971.0,82983499,1.0,3.0,750.0,92.0,5,48163,4.0,97.3,3.0,4.0,4,4,2015.0,990.2788,3,0,1,0,1,0,1,11,6
265,200.0,11,5.43,40.0,1219.0,2020.0,115276060,1.0,9.0,949.0,73.0,6,48145,2.0,30.0,1.0,3.0,2,3,2020.0,785.7647,6,1,1,0,1,0,1,13,13
266,185.0,9,6.4,40.0,775.0,1995.0,111338288,1.0,5.0,590.0,46.0,4,48153,2.0,97.3,3.0,3.0,2,2,2018.0,495.1394,5,0,1,1,1,0,0,15,13
267,455.0,11,4.46,40.0,2549.0,1995.0,115391240,1.0,5.0,2099.0,160.0,9,48149,4.5,97.3,0.0,1.0,4,7,2020.0,1722.224,2,0,1,0,1,0,1,11,13
268,99.58,10,4.69,40.0,661.44,2014.0,115519068,1.0,8.0,561.86,38.5,4,48149,1.0,97.3,1.0,4.0,1,1,2014.0,414.41015,2,0,1,1,1,1,0,15,13
269,200.0,5,4.35,40.0,950.0,1978.0,110658886,1.0,3.0,750.0,87.0,5,48159,3.0,136.0,1.0,3.0,3,4,2019.0,936.4593,0,0,1,1,0,0,1,15,13
270,230.0,13,4.92,10.0,1210.0,1981.0,113026407,1.0,4.0,950.0,97.0,6,48165,3.0,112.0,1.0,1.0,3,4,2017.0,1044.0983,0,0,1,0,1,0,0,15,13
271,160.0,0,6.49,40.0,480.0,1995.0,107341713,1.0,5.0,320.0,38.0,2,48163,1.0,109.93,1.0,3.0,1,1,2015.0,409.0282,2,0,0,0,0,0,0,15,6
272,260.0,5,5.61,2.4,889.3,1996.0,62682101,1.0,5.0,629.3,64.21,5,48149,2.0,122.0,3.0,4.0,2,3,2017.0,691.1500189999999,5,0,1,1,0,1,0,15,13
273,115.0,23,5.7,2.4,865.0,1980.0,111264809,1.0,3.0,750.0,89.0,5,48167,3.0,158.29,1.0,3.0,3,4,2017.0,957.9871,2,0,0,0,0,0,0,15,13
274,163.0,0,4.51,40.0,1095.86,2019.0,112407692,27.0,9.0,816.86,74.26,6,48147,2.0,97.3,0.0,4.0,2,3,2019.0,799.327214,6,1,1,0,0,1,0,16,13
275,160.0,0,4.52,40.0,1750.0,1995.0,113872685,1.0,5.0,1520.0,125.0,8,48149,4.5,97.3,1.0,3.0,4,6,2017.0,1345.4875,2,0,1,1,1,0,0,15,13
276,191.0,4,5.51,40.0,1261.0,2019.0,110272109,1.0,9.0,990.0,79.5,6,48159,3.5,97.3,3.0,4.0,3,3,2017.0,855.73005,6,1,1,0,1,1,0,15,13
277,265.0,15,5.5,40.0,1415.0,1995.0,113862206,1.0,5.0,1150.0,89.0,7,48147,3.0,97.3,1.0,3.0,3,4,2017.0,957.9871,2,0,1,1,1,1,1,16,13
278,160.0,17,5.75,40.0,1700.0,2011.0,113724648,1.0,8.0,1540.0,128.0,8,48147,5.0,72.4,1.0,3.0,5,6,2017.0,1377.7792,2,0,0,0,1,1,0,15,13
279,140.0,13,5.7,40.0,730.0,1965.0,87244771,1.0,2.0,590.0,85.0,4,48167,3.0,130.0,2.0,3.0,3,4,2017.0,914.9315,0,0,0,0,1,0,0,11,13
280,160.0,8,6.18,40.0,890.0,1940.0,111274734,1.0,1.0,770.0,72.0,5,48151,3.0,113.8,1.0,3.0,3,3,2009.0,775.0008,2,0,1,0,1,0,0,11,13
281,145.0,11,5.7,40.0,699.0,2019.0,111294427,1.0,9.0,554.0,26.84,4,48143,1.0,52.4,1.0,6.0,1,1,2017.0,288.903076,6,1,0,1,0,1,0,13,13
282,140.0,8,5.71,40.0,660.0,2018.0,103202716,1.0,9.0,520.0,47.0,4,48167,2.0,97.3,2.0,2.0,2,2,2017.0,505.9033,5,1,1,1,0,0,0,9,13
283,94.5,1,6.32,40.0,634.5,1960.0,102177443,1.0,2.0,540.0,33.0,4,48153,1.0,133.0,1.0,3.0,1,1,2017.0,355.2087,3,0,1,0,0,0,0,15,13
284,150.0,11,4.37,40.0,770.0,1995.0,115077612,1.0,5.0,620.0,70.0,5,48157,2.0,97.3,2.0,2.0,2,3,2017.0,753.473,1,0,1,1,0,0,1,15,13
285,225.0,10,5.38,40.0,1565.0,2011.0,106657187,1.0,8.0,1340.0,119.0,7,48159,4.0,97.3,1.0,2.0,4,5,2017.0,1280.9041,5,0,1,0,1,1,0,13,13
286,120.0,6,4.49,40.0,1040.0,2020.0,90054124,1.0,9.0,790.0,76.7,5,48161,2.5,16.0,3.0,3.0,2,3,2020.0,825.59113,6,1,1,0,1,0,0,15,13
287,110.0,1,2.06,10.0,560.0,1995.0,89853936,1.0,5.0,450.0,36.0,3,48147,1.0,97.3,2.0,4.0,1,1,2017.0,387.5004,2,0,1,1,1,0,0,15,6
288,130.0,6,5.79,40.0,595.0,1980.0,111336495,1.0,3.0,465.0,54.0,3,48165,2.0,97.3,2.0,2.0,2,2,2017.0,581.2506,0,0,0,0,1,0,0,15,6
289,140.0,8,5.0,40.0,925.0,2019.0,112850739,1.0,9.0,785.0,53.0,5,48165,2.0,40.6,1.0,3.0,2,2,2017.0,570.4866999999999,6,1,1,0,0,1,0,15,13
290,210.0,21,4.51,40.0,1410.0,1906.0,115389072,1.0,1.0,1200.0,143.0,7,48161,3.5,97.3,2.0,2.0,3,6,2017.0,1539.2377,2,0,1,1,1,0,0,15,13
291,180.0,7,5.44,40.0,1180.0,2019.0,115509471,1.0,9.0,1000.0,90.0,6,48167,2.0,18.1,1.0,3.0,2,4,2017.0,968.751,6,1,1,0,0,0,0,13,13
292,118.0,6,5.79,40.0,397.0,1974.0,115662993,1.0,3.0,279.0,22.0,1,48159,1.0,139.1,1.0,2.0,1,1,2017.0,236.8058,2,0,0,0,0,0,0,15,13
293,150.0,10,6.67,40.0,970.0,2017.0,101476503,1.0,9.0,820.0,81.96,6,48157,2.0,57.7,0.0,2.0,2,4,2017.0,882.2092439999999,5,0,1,0,1,0,0,13,6
294,160.0,11,5.95,40.0,1010.0,1995.0,106117387,1.0,5.0,850.0,80.0,6,48163,2.0,97.3,1.0,3.0,2,3,2017.0,861.112,2,0,0,0,0,0,0,15,13
295,130.0,11,6.49,10.0,1245.0,1955.0,110313089,1.0,2.0,1115.0,65.0,7,48145,4.0,161.7,3.0,3.0,4,3,2017.0,699.6535,1,0,0,1,1,0,0,30,6
296,0.0,11,6.1,40.0,880.0,1978.0,107318203,1.0,3.0,880.0,94.0,6,48165,4.0,97.3,3.0,3.0,4,4,2018.0,1011.8066,4,0,1,0,1,1,0,15,13
297,250.0,4,4.77,40.0,1531.0,2020.0,115521358,1.0,9.0,1281.0,102.5,7,48165,4.0,97.3,1.0,2.0,4,5,2017.0,1103.29975,6,1,1,0,1,0,1,13,13
298,160.0,2,4.6,40.0,2200.0,1995.0,115277782,1.0,5.0,2200.0,100.0,9,48149,2.0,97.3,1.0,3.0,2,4,2017.0,1076.39,6,0,1,1,0,0,0,15,6
299,60.0,2,4.88,40.0,716.0,1958.0,115576753,1.0,2.0,596.0,50.0,4,48153,2.0,97.3,4.0,4.0,2,2,2020.0,538.1949999999999,6,0,1,0,0,0,0,15,13
300,220.0,34,4.37,40.0,1170.0,1973.0,115466459,1.0,3.0,920.0,92.0,6,48163,3.0,123.0,2.0,3.0,3,4,2020.0,990.2788,3,0,1,1,1,1,0,15,6
301,400.0,11,6.48,40.0,2395.0,2019.0,111160061,1.0,9.0,1995.0,159.0,8,48145,4.0,97.3,3.0,4.0,4,7,2019.0,1711.4601,6,1,1,0,1,1,0,29,13
302,100.0,11,5.94,40.0,1068.0,1993.0,113076287,1.0,5.0,868.0,95.6,6,48167,2.0,72.0,2.0,2.0,2,4,2017.0,1029.02884,5,0,1,0,1,0,0,16,13
303,65.0,6,6.45,40.0,485.0,1995.0,107372464,1.0,5.0,420.0,35.0,3,48151,1.0,97.3,1.0,3.0,1,1,2017.0,376.7365,2,0,0,1,1,0,0,15,13
304,95.0,29,5.49,2.4,490.0,2017.0,109847275,1.0,9.0,395.0,14.0,2,48155,1.0,124.5,0.0,1.0,1,1,2017.0,150.69459999999998,3,0,1,1,1,0,1,15,13
305,125.0,12,6.1,40.0,1005.0,1995.0,110742164,1.0,5.0,724.0,72.4,5,48167,2.0,18.2,0.0,3.0,2,3,2017.0,779.30636,2,0,1,0,1,1,0,15,13
306,160.0,9,7.0,40.0,1280.0,1995.0,107363641,1.0,5.0,1280.0,110.0,7,48151,3.0,97.3,1.0,3.0,3,5,2017.0,1184.029,2,0,1,0,0,0,1,15,13
307,353.0,13,5.95,40.0,1072.0,1974.0,115265492,1.0,3.0,719.0,83.0,5,48159,3.0,201.0,1.0,7.0,3,4,2017.0,893.4037,0,0,1,0,0,0,0,15,13
309,320.0,7,4.3,40.0,1725.0,1995.0,115169804,2.0,5.0,1405.0,165.0,7,48157,6.0,97.3,1.0,3.0,5,7,2017.0,1776.0435,0,0,0,1,0,0,1,9,13
310,350.0,19,5.22,40.0,2800.0,2020.0,115438457,1.0,9.0,2450.0,210.0,9,48157,6.0,97.3,0.0,1.0,5,7,2020.0,2260.419,6,1,1,0,0,0,1,13,13
311,230.0,1,5.94,40.0,740.0,2018.0,107101049,1.0,9.0,510.0,51.0,4,48157,2.0,97.3,0.0,0.0,2,2,2018.0,548.9589,6,1,1,1,0,1,0,16,13
312,150.0,8,6.35,10.0,800.0,1953.0,111362274,1.0,2.0,650.0,47.0,5,48151,2.0,97.3,3.0,4.0,2,2,2019.0,505.9033,4,0,1,1,1,0,0,11,13
313,137.4,6,4.82,40.0,636.75,2020.0,114862985,1.0,9.0,397.61,65.72,2,48167,2.0,97.3,0.0,2.0,2,3,2017.0,707.403508,6,1,1,0,1,0,0,16,13
314,250.0,7,6.93,10.0,1350.0,1995.0,107299632,1.0,5.0,1100.0,96.0,7,48151,3.5,97.3,2.0,3.0,3,4,2017.0,1033.3344,5,0,1,1,0,1,0,15,13
315,77.0,2,5.69,40.0,676.5,1995.0,111371743,1.0,5.0,522.5,55.0,4,48161,2.0,97.3,1.0,3.0,2,2,2017.0,592.0145,6,0,1,0,1,1,0,15,13
316,320.0,4,5.13,40.0,1720.0,2013.0,84243784,1.0,8.0,1400.0,93.47,7,48147,3.0,3.0,1.0,2.0,3,4,2017.0,1006.101733,5,0,1,0,1,1,0,13,13
317,200.0,8,5.32,5.0,1550.0,1995.0,106705681,1.0,5.0,1350.0,104.5,7,48145,3.0,97.3,4.0,3.0,3,5,2017.0,1124.82755,6,0,1,0,0,0,0,15,13
318,330.0,0,4.74,40.0,1870.0,1995.0,113861434,1.0,5.0,1540.0,110.0,8,48149,4.0,97.3,2.0,2.0,4,5,2019.0,1184.029,2,0,1,1,0,0,1,11,6
319,60.0,7,5.74,40.0,460.0,1995.0,111405066,1.0,5.0,400.0,21.0,2,48143,1.0,97.3,0.0,3.0,1,1,2017.0,226.0419,2,0,0,0,0,0,0,15,13
320,160.0,5,4.21,40.0,1100.0,2017.0,115092455,1.0,9.0,860.0,66.0,6,48149,2.0,41.8,0.0,4.0,2,3,2017.0,710.4173999999999,5,0,1,1,0,1,0,15,13
321,250.0,15,5.75,40.0,1475.0,2016.0,113860372,1.0,9.0,1225.0,111.0,7,48147,3.0,60.0,2.0,2.0,3,5,2017.0,1194.7929,5,0,1,1,1,1,1,15,13
322,160.0,8,6.02,40.0,810.0,1995.0,107380227,1.0,5.0,560.0,74.0,4,48161,2.0,97.3,1.0,3.0,2,3,2017.0,796.5286,2,0,1,1,1,1,0,15,13
323,200.0,2,4.63,40.0,1550.0,2012.0,112697780,1.0,8.0,1350.0,115.0,7,48147,4.0,57.0,1.0,2.0,4,5,2012.0,1237.8485,5,0,1,0,1,0,0,15,13
324,80.0,8,5.76,40.0,440.0,2011.0,94188056,1.0,8.0,360.0,23.0,2,48161,1.0,53.4,4.0,5.0,1,1,2011.0,247.5697,0,0,1,1,0,1,0,15,13
325,140.0,8,5.0,40.0,910.0,2019.0,112850705,1.0,9.0,770.0,52.0,5,48165,2.0,40.6,1.0,3.0,2,2,2017.0,559.7228,6,1,1,0,0,1,0,15,13
326,163.0,7,5.79,40.0,1274.0,2018.0,105750912,1.0,9.0,1056.0,96.0,7,48167,4.0,97.3,2.0,2.0,4,4,2017.0,1033.3344,6,1,1,0,1,0,0,13,13
327,240.0,8,4.4,40.0,1640.0,2014.0,115248649,1.0,8.0,1400.0,107.0,7,48155,3.0,97.3,1.0,2.0,3,5,2016.0,1151.7373,5,0,1,1,1,1,0,13,13
328,160.0,11,4.05,40.0,950.0,1995.0,113513141,1.0,5.0,750.0,55.0,5,48147,2.0,97.3,2.0,4.0,2,2,2017.0,592.0145,0,0,1,1,1,0,0,15,13
329,90.0,5,6.33,10.0,370.0,1979.0,106876587,1.0,3.0,280.0,28.0,1,48161,1.0,97.3,1.0,3.0,1,1,2015.0,301.3892,1,0,1,1,0,0,0,16,13
330,220.0,5,5.33,10.0,920.0,1969.0,105227424,1.0,2.0,700.0,82.47,5,48163,3.0,112.0,2.0,2.0,3,4,2017.0,887.6988329999999,2,0,1,0,0,0,0,15,13
331,160.0,9,4.92,40.0,850.0,1995.0,113666648,1.0,5.0,690.0,72.0,5,48165,2.0,97.3,1.0,3.0,2,3,2017.0,775.0008,0,0,1,0,0,0,0,15,13
332,100.0,8,4.7,40.0,570.0,1975.0,115169562,1.0,3.0,470.0,49.42,3,48163,2.0,173.0,3.0,3.0,2,2,2017.0,531.951938,0,0,1,0,1,0,0,15,13
333,204.0,12,4.69,40.0,1287.0,2019.0,112211754,1.0,9.0,998.0,84.86,6,48159,2.5,71.0,0.0,3.0,2,4,2017.0,913.424554,6,1,1,0,1,1,1,15,13
334,210.0,1,5.05,40.0,1340.0,2015.0,104591397,1.0,8.0,1130.0,96.0,7,48149,3.5,66.9,2.0,3.0,3,4,2015.0,1033.3344,5,0,1,0,1,0,0,16,13
335,200.0,16,2.88,40.0,1500.0,1890.0,88072287,1.0,1.0,1300.0,85.0,7,48143,2.0,97.3,3.0,4.0,2,4,2016.0,914.9315,5,0,1,0,0,1,0,15,6
336,125.0,11,4.5,40.0,775.0,1996.0,114848375,1.0,5.0,650.0,73.0,5,48163,2.0,90.0,1.0,2.0,2,3,2017.0,785.7647,2,0,1,1,1,0,0,15,13
337,130.0,5,5.95,40.0,602.0,1995.0,111350798,1.0,5.0,472.0,40.0,3,48149,1.0,97.3,1.0,3.0,1,1,2017.0,430.556,2,0,0,0,0,0,0,15,13
338,120.0,9,4.61,40.0,840.0,2018.0,114475425,1.0,9.0,720.0,57.6,5,48167,2.0,15.9,0.0,3.0,2,2,2017.0,620.00064,2,0,0,0,0,0,0,15,13
339,340.0,2,4.65,40.0,1490.0,1964.0,113399960,2.0,2.0,1150.0,125.0,7,48157,4.0,97.3,1.0,3.0,4,6,2017.0,1345.4875,1,0,1,0,1,0,1,11,13
340,255.0,10,4.46,40.0,1695.0,1995.0,115391072,1.0,5.0,1440.0,110.0,7,48149,3.5,97.3,1.0,1.0,3,5,2017.0,1184.029,3,0,0,0,0,0,0,11,13
341,160.0,12,4.89,40.0,1090.0,2017.0,100729298,1.0,9.0,930.0,81.0,6,48165,3.0,97.3,0.0,3.0,3,4,2017.0,871.8759,5,0,1,0,1,0,0,13,6
342,440.0,11,4.5,10.0,2425.0,2013.0,112229750,1.0,8.0,1985.0,147.0,8,48143,3.0,80.0,0.0,2.0,3,6,2017.0,1582.2933,2,0,1,0,1,1,0,16,13
343,315.0,19,6.17,40.0,1756.0,1992.0,102258247,1.0,5.0,1426.0,142.6,7,48161,4.0,139.0,0.0,3.0,4,6,2020.0,1534.93214,2,0,1,0,1,0,1,15,13
344,513.04,2,4.9,40.0,1853.04,2020.0,115573239,1.0,9.0,1340.0,134.0,7,48151,4.0,97.3,1.0,3.0,4,6,2017.0,1442.3626,6,1,1,1,0,1,0,16,13
345,180.0,0,4.8,40.0,960.0,2001.0,86701698,1.0,6.0,780.0,99.8,5,48163,3.0,84.0,2.0,3.0,3,4,2017.0,1074.23722,0,0,1,0,1,1,0,15,13
